To Date,PM2.5,PM10,NO2
14-03-2021 20:15,82.84,259.77,28.48
14-03-2021 20:30,82.84,259.77,28.52
14-03-2021 20:45,82.84,259.77,28.54
14-03-2021 21:00,83.47,304.7,28.51
14-03-2021 21:15,92.28,328.3,28.49
14-03-2021 21:30,92.28,328.3,28.53
14-03-2021 21:45,92.28,328.3,28.52
14-03-2021 22:00,92.99,356.57,28.49
14-03-2021 22:15,105.02,371.42,28.5
14-03-2021 22:30,105.02,371.42,28.5
14-03-2021 22:45,105.02,371.42,28.49
14-03-2021 23:00,104.71,311.12,28.52
14-03-2021 23:15,100.33,279.44,28.46
14-03-2021 23:30,100.33,279.44,28.49
14-03-2021 23:45,100.33,279.44,28.53
15-03-2021 00:00,None,None,None
15-03-2021 00:15,92.17,232.9,28.5
15-03-2021 00:30,92.17,232.9,28.48
15-03-2021 00:45,92.17,232.9,28.48
15-03-2021 01:00,91.51,216.7,28.5
15-03-2021 01:15,82.25,208.19,28.52
15-03-2021 01:30,82.25,208.19,28.48
15-03-2021 01:45,82.25,208.19,28.5
15-03-2021 02:00,82.72,234.31,28.53
15-03-2021 02:15,90.81,248.04,28.51
15-03-2021 02:30,90.81,248.04,28.55
15-03-2021 02:45,90.81,248.04,28.52
15-03-2021 03:00,90.93,228.3,28.5
15-03-2021 03:15,93.03,217.93,28.46
15-03-2021 03:30,93.03,217.93,28.5
15-03-2021 03:45,93.03,217.93,28.51
15-03-2021 04:00,92.98,216.95,28.52
15-03-2021 04:15,92.35,216.44,28.47
15-03-2021 04:30,92.35,216.44,28.51
15-03-2021 04:45,92.35,216.44,28.52
15-03-2021 05:00,92.55,249.47,28.47
15-03-2021 05:15,95.85,266.83,28.49
15-03-2021 05:30,95.85,266.83,28.5
15-03-2021 05:45,95.85,266.83,28.48
15-03-2021 06:00,96.32,267.64,28.51
15-03-2021 06:15,104.34,268.07,28.5
15-03-2021 06:30,104.34,268.07,28.49
15-03-2021 06:45,104.34,268.07,28.47
15-03-2021 07:00,104.93,263.88,28.47
15-03-2021 07:15,113.24,261.68,28.47
15-03-2021 07:30,113.24,261.68,28.45
15-03-2021 07:45,113.24,261.68,28.49
15-03-2021 08:00,115.32,362.52,28.46
15-03-2021 08:15,150.72,415.51,28.45
15-03-2021 08:30,150.72,415.51,28.45
15-03-2021 08:45,150.72,415.51,28.49
15-03-2021 09:00,151.35,408.14,28.51
15-03-2021 09:15,160.12,404.27,28.51
15-03-2021 09:30,160.12,404.27,28.58
15-03-2021 09:45,160.12,404.27,28.55
15-03-2021 10:00,157.93,300.37,28.49
15-03-2021 10:15,127.27,245.78,28.5
15-03-2021 10:30,None,None,28.5
15-03-2021 10:45,None,None,28.47
15-03-2021 11:00,None,None,28.49
15-03-2021 11:15,None,None,28.46
15-03-2021 11:30,None,None,28.5
15-03-2021 11:45,None,None,28.5
15-03-2021 12:00,None,None,28.47
15-03-2021 12:15,86.44,107.82,28.45
15-03-2021 12:30,86.44,107.82,28.51
15-03-2021 12:45,86.44,107.82,28.47
15-03-2021 13:00,85.21,118.54,28.43
15-03-2021 13:15,82.01,144.92,28.45
15-03-2021 13:30,82.01,144.92,28.47
15-03-2021 13:45,82.01,144.92,28.49
15-03-2021 14:00,81.24,146.83,28.48
15-03-2021 14:15,79.24,151.52,28.5
15-03-2021 14:30,79.24,151.52,28.48
15-03-2021 14:45,79.24,151.52,28.48
15-03-2021 15:00,76.41,150.89,28.47
15-03-2021 15:15,69.03,149.34,28.48
15-03-2021 15:30,69.03,149.34,28.52
15-03-2021 15:45,69.03,149.34,28.51
15-03-2021 16:00,68,155.18,28.52
15-03-2021 16:15,65.33,169.54,28.5
15-03-2021 16:30,65.33,169.54,28.5
15-03-2021 16:45,65.33,169.54,28.52
15-03-2021 17:00,63.07,142.9,28.49
15-03-2021 17:15,57.36,99.63,28.48
15-03-2021 17:30,57.36,99.63,28.5
15-03-2021 17:45,57.36,99.63,28.53
15-03-2021 18:00,59.12,107.65,28.5
15-03-2021 18:15,63.97,129.71,28.47
15-03-2021 18:30,63.97,129.71,28.5
15-03-2021 18:45,63.97,129.71,28.5
15-03-2021 19:00,66.58,144.9,28.49
15-03-2021 19:15,73.38,186.69,28.51
15-03-2021 19:30,73.38,186.69,28.51
15-03-2021 19:45,73.38,186.69,28.52
15-03-2021 20:00,75.58,212.85,28.52
15-03-2021 20:15,81.31,284.79,28.49
15-03-2021 20:30,81.31,284.79,28.52
15-03-2021 20:45,81.31,284.79,28.51
15-03-2021 21:00,86.06,297.85,28.52
15-03-2021 21:15,99.13,333.75,28.47
15-03-2021 21:30,99.13,333.75,28.44
15-03-2021 21:45,99.13,333.75,28.5
15-03-2021 22:00,101.34,330.87,28.46
15-03-2021 22:15,107.09,322.94,28.53
15-03-2021 22:30,107.09,322.94,28.53
15-03-2021 22:45,107.09,322.94,28.52
15-03-2021 23:00,106.53,310.49,28.49
15-03-2021 23:15,105.07,276.24,28.49
15-03-2021 23:30,105.07,276.24,28.52
15-03-2021 23:45,105.07,276.24,28.53
16-03-2021 00:00,None,None,None
16-03-2021 00:15,106.39,292.9,28.53
16-03-2021 00:30,106.39,292.9,28.54
16-03-2021 00:45,106.39,292.9,28.55
16-03-2021 01:00,104.2,280.87,28.52
16-03-2021 01:15,98.51,247.79,28.5
16-03-2021 01:30,98.51,247.79,28.51
16-03-2021 01:45,98.51,247.79,28.5
16-03-2021 02:00,95.89,226.38,28.47
16-03-2021 02:15,89.06,181.34,28.46
16-03-2021 02:30,89.06,181.34,28.5
16-03-2021 02:45,89.06,181.34,28.53
16-03-2021 03:00,87.3,179.82,28.51
16-03-2021 03:15,82.71,176.61,28.51
16-03-2021 03:30,82.71,176.61,28.51
16-03-2021 03:45,82.71,176.61,28.47
16-03-2021 04:00,80.38,172.8,28.5
16-03-2021 04:15,74.34,164.79,28.49
16-03-2021 04:30,74.34,164.79,28.5
16-03-2021 04:45,74.34,164.79,28.48
16-03-2021 05:00,73.98,165.49,28.46
16-03-2021 05:15,73.03,166.96,28.45
16-03-2021 05:30,73.03,166.96,28.43
16-03-2021 05:45,73.03,166.96,28.5
16-03-2021 06:00,76.72,181.42,28.54
16-03-2021 06:15,86.32,211.84,28.55
16-03-2021 06:30,86.32,211.84,28.49
16-03-2021 06:45,86.32,211.84,28.5
16-03-2021 07:00,86.95,225.03,28.51
16-03-2021 07:15,88.61,252.78,28.49
16-03-2021 07:30,88.61,252.78,28.47
16-03-2021 07:45,88.61,252.78,28.49
16-03-2021 08:00,95.81,282.82,28.51
16-03-2021 08:15,114.53,346.01,28.52
16-03-2021 08:30,114.53,346.01,28.5
16-03-2021 08:45,114.53,346.01,28.5
16-03-2021 09:00,117.12,337.89,28.48
16-03-2021 09:15,123.87,320.82,28.48
16-03-2021 09:30,123.87,320.82,28.47
16-03-2021 09:45,123.87,320.82,28.49
16-03-2021 10:00,116.89,283.35,28.49
16-03-2021 10:15,98.74,204.53,28.49
16-03-2021 10:30,98.74,204.53,28.49
16-03-2021 10:45,98.74,204.53,28.53
16-03-2021 11:00,96.31,197.88,28.53
16-03-2021 11:15,90,183.88,28.5
16-03-2021 11:30,90,183.88,28.48
16-03-2021 11:45,90,183.88,28.5
16-03-2021 12:00,89.13,180.31,28.51
16-03-2021 12:15,86.88,172.79,28.54
16-03-2021 12:30,86.88,172.79,28.52
16-03-2021 12:45,86.88,172.79,28.55
16-03-2021 13:00,87.21,182.18,28.51
16-03-2021 13:15,88.06,201.94,28.54
16-03-2021 13:30,88.06,201.94,28.52
16-03-2021 13:45,88.06,201.94,28.51
16-03-2021 14:00,89.17,209.5,28.51
16-03-2021 14:15,92.06,225.41,28.5
16-03-2021 14:30,92.06,225.41,28.47
16-03-2021 14:45,92.06,225.41,28.48
16-03-2021 15:00,89.44,223.26,28.48
16-03-2021 15:15,82.62,218.74,28.55
16-03-2021 15:30,82.62,218.74,28.52
16-03-2021 15:45,82.62,218.74,28.48
16-03-2021 16:00,84.29,220.16,28.46
16-03-2021 16:15,88.64,223.16,28.48
16-03-2021 16:30,88.64,223.16,28.49
16-03-2021 16:45,88.64,223.16,28.51
16-03-2021 17:00,84.86,211.77,28.51
16-03-2021 17:15,75.03,187.82,28.52
16-03-2021 17:30,75.03,187.82,28.53
16-03-2021 17:45,75.03,187.82,28.52
16-03-2021 18:00,77.76,200.8,28.51
16-03-2021 18:15,84.87,228.1,28.55
16-03-2021 18:30,84.87,228.1,28.49
16-03-2021 18:45,84.87,228.1,28.53
16-03-2021 19:00,84.98,237.76,28.54
16-03-2021 19:15,85.27,258.09,28.55
16-03-2021 19:30,85.27,258.09,28.49
16-03-2021 19:45,85.27,258.09,28.52
16-03-2021 20:00,85.5,258.6,28.53
16-03-2021 20:15,86.11,259.67,28.5
16-03-2021 20:30,86.11,259.67,28.48
16-03-2021 20:45,86.11,259.67,28.52
16-03-2021 21:00,85.9,268.2,28.5
16-03-2021 21:15,85.36,286.13,28.53
16-03-2021 21:30,85.36,286.13,28.58
16-03-2021 21:45,85.36,286.13,28.53
16-03-2021 22:00,87.84,274.08,28.49
16-03-2021 22:15,94.3,248.74,28.49
16-03-2021 22:30,94.3,248.74,28.47
16-03-2021 22:45,94.3,248.74,28.52
16-03-2021 23:00,93.57,258.48,28.51
16-03-2021 23:15,91.66,278.98,28.48
16-03-2021 23:30,91.66,278.98,28.48
16-03-2021 23:45,91.66,278.98,28.51
17-03-2021 00:00,None,None,None
17-03-2021 00:15,96.91,310.18,28.53
17-03-2021 00:30,96.91,310.18,28.51
17-03-2021 00:45,96.91,310.18,28.49
17-03-2021 01:00,102.46,334.75,28.48
17-03-2021 01:15,116.88,386.43,28.47
17-03-2021 01:30,116.88,386.43,28.52
17-03-2021 01:45,116.88,386.43,28.52
17-03-2021 02:00,126.13,397.51,28.47
17-03-2021 02:15,150.2,420.83,28.53
17-03-2021 02:30,150.2,420.83,28.52
17-03-2021 02:45,150.2,420.83,28.53
17-03-2021 03:00,148.87,402.71,28.48
17-03-2021 03:15,145.42,364.61,28.5
17-03-2021 03:30,145.42,364.61,28.49
17-03-2021 03:45,145.42,364.61,28.52
17-03-2021 04:00,143.6,361.13,28.54
17-03-2021 04:15,138.85,353.82,28.52
17-03-2021 04:30,138.85,353.82,28.5
17-03-2021 04:45,138.85,353.82,28.47
17-03-2021 05:00,138.89,353.57,28.52
17-03-2021 05:15,139.02,353.05,28.5
17-03-2021 05:30,139.02,353.05,28.51
17-03-2021 05:45,139.02,353.05,28.47
17-03-2021 06:00,140.46,376.72,28.54
17-03-2021 06:15,144.2,426.52,28.59
17-03-2021 06:30,144.2,426.52,28.57
17-03-2021 06:45,144.2,426.52,28.51
17-03-2021 07:00,142.42,433.01,28.49
17-03-2021 07:15,137.79,446.67,28.47
17-03-2021 07:30,137.79,446.67,28.48
17-03-2021 07:45,137.79,446.67,28.52
17-03-2021 08:00,141.36,447.93,28.49
17-03-2021 08:15,150.63,450.58,28.54
17-03-2021 08:30,150.63,450.58,28.55
17-03-2021 08:45,150.63,450.58,28.51
17-03-2021 09:00,148.96,435.21,28.5
17-03-2021 09:15,144.59,402.89,28.49
17-03-2021 09:30,144.59,402.89,28.45
17-03-2021 09:45,144.59,402.89,28.52
17-03-2021 10:00,142.53,391.17,28.53
17-03-2021 10:15,137.17,366.52,28.51
17-03-2021 10:30,137.17,366.52,28.51
17-03-2021 10:45,137.17,366.52,28.55
17-03-2021 11:00,132.09,349.89,28.53
17-03-2021 11:15,118.89,314.91,28.51
17-03-2021 11:30,118.89,314.91,28.49
17-03-2021 11:45,118.89,314.91,28.48
17-03-2021 12:00,118.51,309.46,28.48
17-03-2021 12:15,117.54,297.99,28.49
17-03-2021 12:30,117.54,297.99,28.5
17-03-2021 12:45,117.54,297.99,28.52
17-03-2021 13:00,115.34,293.6,28.56
17-03-2021 13:15,109.63,284.36,28.53
17-03-2021 13:30,109.63,284.36,28.52
17-03-2021 13:45,109.63,284.36,28.55
17-03-2021 14:00,108.61,290.94,28.54
17-03-2021 14:15,105.97,304.78,28.51
17-03-2021 14:30,105.97,304.78,28.48
17-03-2021 14:45,105.97,304.78,28.49
17-03-2021 15:00,104.84,296.88,28.49
17-03-2021 15:15,101.9,280.26,28.53
17-03-2021 15:30,101.9,280.26,28.53
17-03-2021 15:45,101.9,280.26,28.54
17-03-2021 16:00,None,None,None
17-03-2021 16:15,None,None,None
17-03-2021 16:30,None,None,None
17-03-2021 16:45,None,None,None
17-03-2021 17:00,None,None,None
17-03-2021 17:15,None,None,None
17-03-2021 17:30,None,None,None
17-03-2021 17:45,None,None,None
17-03-2021 18:00,None,None,None
17-03-2021 18:15,None,None,None
17-03-2021 18:30,None,None,None
17-03-2021 18:45,None,None,None
17-03-2021 19:00,None,None,None
17-03-2021 19:15,None,None,None
17-03-2021 19:30,None,None,None
17-03-2021 19:45,None,None,None
17-03-2021 20:00,None,None,None
17-03-2021 20:15,None,None,None
17-03-2021 20:30,None,None,None
17-03-2021 20:45,None,None,None
17-03-2021 21:00,None,None,None
17-03-2021 21:15,None,None,None
17-03-2021 21:30,None,None,None
17-03-2021 21:45,None,None,None
17-03-2021 22:00,None,None,None
17-03-2021 22:15,None,None,None
17-03-2021 22:30,None,None,None
17-03-2021 22:45,None,None,None
17-03-2021 23:00,None,None,None
17-03-2021 23:15,None,None,None
17-03-2021 23:30,None,None,None
17-03-2021 23:45,None,None,None
18-03-2021 00:00,None,None,None
18-03-2021 00:15,None,None,None
18-03-2021 00:30,None,None,None
18-03-2021 00:45,None,None,None
18-03-2021 01:00,None,None,None
18-03-2021 01:15,None,None,None
18-03-2021 01:30,None,None,None
18-03-2021 01:45,None,None,None
18-03-2021 02:00,None,None,None
18-03-2021 02:15,None,None,None
18-03-2021 02:30,None,None,None
18-03-2021 02:45,None,None,None
18-03-2021 03:00,None,None,None
18-03-2021 03:15,None,None,None
18-03-2021 03:30,None,None,None
18-03-2021 03:45,None,None,None
18-03-2021 04:00,None,None,None
18-03-2021 04:15,None,None,None
18-03-2021 04:30,None,None,None
18-03-2021 04:45,None,None,None
18-03-2021 05:00,None,None,None
18-03-2021 05:15,None,None,None
18-03-2021 05:30,None,None,None
18-03-2021 05:45,None,None,None
18-03-2021 06:00,None,None,None
18-03-2021 06:15,None,None,None
18-03-2021 06:30,None,None,None
18-03-2021 06:45,None,None,None
18-03-2021 07:00,None,None,None
18-03-2021 07:15,None,None,None
18-03-2021 07:30,None,None,None
18-03-2021 07:45,None,None,None
18-03-2021 08:00,None,None,None
18-03-2021 08:15,131.8,416.11,28.51
18-03-2021 08:30,131.8,416.11,28.5
18-03-2021 08:45,131.8,416.11,28.51
18-03-2021 09:00,129.57,407.38,28.52
18-03-2021 09:15,123.79,383.36,28.53
18-03-2021 09:30,123.79,383.36,28.49
18-03-2021 09:45,123.79,383.36,28.51
18-03-2021 10:00,123.8,363.28,28.53
18-03-2021 10:15,123.82,308.06,28.5
18-03-2021 10:30,123.82,308.06,28.5
18-03-2021 10:45,123.82,308.06,28.49
18-03-2021 11:00,121.96,305.4,28.54
18-03-2021 11:15,117.11,298.08,28.57
18-03-2021 11:30,None,None,28.5
18-03-2021 11:45,None,None,28.48
18-03-2021 12:00,None,None,28.54
18-03-2021 12:15,None,None,28.5
18-03-2021 12:30,None,None,28.5
18-03-2021 12:45,None,None,28.53
18-03-2021 13:00,None,None,28.54
18-03-2021 13:15,39.06,106.8,28.56
18-03-2021 13:30,112.68,333.75,28.53
18-03-2021 13:45,112.68,333.75,28.54
18-03-2021 14:00,112.68,333.75,28.49
18-03-2021 14:15,112.89,337.61,28.49
18-03-2021 14:30,113.39,348.23,28.52
18-03-2021 14:45,113.39,348.23,28.55
18-03-2021 15:00,113.39,348.23,28.54
18-03-2021 15:15,111.85,342.12,28.51
18-03-2021 15:30,107.85,325.32,28.5
18-03-2021 15:45,107.85,325.32,28.5
18-03-2021 16:00,107.85,325.32,28.52
18-03-2021 16:15,109.17,317.53,28.5
18-03-2021 16:30,112.41,296.11,28.49
18-03-2021 16:45,112.41,296.11,28.5
18-03-2021 17:00,112.41,296.11,28.52
18-03-2021 17:15,112.22,295.27,28.55
18-03-2021 17:30,111.75,292.97,28.55
18-03-2021 17:45,111.75,292.97,28.56
18-03-2021 18:00,111.75,292.97,28.52
18-03-2021 18:15,117.03,325.55,28.48
18-03-2021 18:30,130.01,415.14,28.46
18-03-2021 18:45,130.01,415.14,28.47
18-03-2021 19:00,130.01,415.14,28.49
18-03-2021 19:15,132.07,420.69,28.5
18-03-2021 19:30,137.43,435.96,28.48
18-03-2021 19:45,137.43,435.96,28.53
18-03-2021 20:00,137.43,435.96,28.51
18-03-2021 20:15,139.9,453.94,28.47
18-03-2021 20:30,146,503.38,28.49
18-03-2021 20:45,146,503.38,28.49
18-03-2021 21:00,146,503.38,28.52
18-03-2021 21:15,148.66,506.83,28.53
18-03-2021 21:30,155.19,516.3,28.52
18-03-2021 21:45,155.19,516.3,28.54
18-03-2021 22:00,155.19,516.3,28.52
18-03-2021 22:15,153.88,504.32,28.54
18-03-2021 22:30,150.65,471.36,28.49
18-03-2021 22:45,150.65,471.36,28.48
18-03-2021 23:00,150.65,471.36,28.51
18-03-2021 23:15,149.21,460.25,28.48
18-03-2021 23:30,145.65,429.71,28.49
18-03-2021 23:45,145.65,429.71,28.5
19-03-2021 00:00,None,None,None
19-03-2021 00:15,144.76,419.34,28.53
19-03-2021 00:30,142.58,390.83,28.52
19-03-2021 00:45,142.58,390.83,28.5
19-03-2021 01:00,142.58,390.83,28.52
19-03-2021 01:15,145.39,400.4,28.51
19-03-2021 01:30,152.34,420.53,28.53
19-03-2021 01:45,152.34,420.53,28.52
19-03-2021 02:00,152.34,420.53,28.55
19-03-2021 02:15,146.86,409.36,28.55
19-03-2021 02:30,133.38,385.87,28.54
19-03-2021 02:45,133.38,385.87,28.5
19-03-2021 03:00,133.38,385.87,28.49
19-03-2021 03:15,129.07,375.43,28.53
19-03-2021 03:30,118.45,353.46,28.54
19-03-2021 03:45,118.45,353.46,28.52
19-03-2021 04:00,118.45,353.46,28.51
19-03-2021 04:15,None,None,None
19-03-2021 04:30,115.34,346.53,28.49
19-03-2021 04:45,115.34,346.53,28.49
19-03-2021 05:00,115.34,346.53,28.53
19-03-2021 05:15,113.41,329.33,28.54
19-03-2021 05:30,108.65,293.15,28.49
19-03-2021 05:45,108.65,293.15,28.53
19-03-2021 06:00,108.65,293.15,28.55
19-03-2021 06:15,112.23,316.77,28.49
19-03-2021 06:30,121.02,366.46,28.46
19-03-2021 06:45,121.02,366.46,28.47
19-03-2021 07:00,121.02,366.46,28.5
19-03-2021 07:15,131.44,417.59,28.49
19-03-2021 07:30,156.68,525.13,28.48
19-03-2021 07:45,156.68,525.13,28.52
19-03-2021 08:00,156.68,525.13,28.54
19-03-2021 08:15,200.19,566.46,28.53
19-03-2021 08:30,307.3,653.4,28.54
19-03-2021 08:45,307.3,653.4,28.54
19-03-2021 09:00,307.3,653.4,28.53
19-03-2021 09:15,290.53,660.16,28.5
19-03-2021 09:30,249.25,674.38,28.51
19-03-2021 09:45,249.25,674.38,28.56
19-03-2021 10:00,249.25,674.38,28.52
19-03-2021 10:15,215.96,610.65,28.52
19-03-2021 10:30,134.03,476.61,28.5
19-03-2021 10:45,134.03,476.61,28.49
19-03-2021 11:00,134.03,476.61,28.47
19-03-2021 11:15,121.79,436.58,28.45
19-03-2021 11:30,91.68,352.39,28.48
19-03-2021 11:45,91.68,352.39,28.51
19-03-2021 12:00,91.68,352.39,28.51
19-03-2021 12:15,None,None,None
19-03-2021 12:15,None,None,None
